Site,SiteType,Year,Parameter,Max,Min,Avg,Count,Provenance
Little Traverse Lake,Lake,2020,Nitrate,11.861070240411609,8.381206710404653,10.106941195448774,21,simulated
Little Traverse Lake,Lake,2021,Nitrate,11.402222267957322,7.953646736105828,9.467339153014889,25,simulated
Little Traverse Lake,Lake,2022,Nitrate,10.809429832781834,7.250505142256182,9.426585680387667,27,simulated
Little Traverse Lake,Lake,2023,Nitrate,10.86504440797943,8.254144704638202,9.236259978738412,29,simulated
Little Traverse Lake,Lake,2024,Nitrate,11.494703605534571,7.878334538652999,9.849835613710065,23,simulated
Little Traverse Lake,Lake,2025,Nitrate,11.327378103444286,7.8201283743565195,10.093327626746072,17,simulated
Little Traverse Lake,Lake,2000,Secchi Depth,12.248619411673415,5.58069935233162,9.731890928413144,8,simulated
Little Traverse Lake,Lake,2001,Secchi Depth,14.601127385849864,6.37219516995339,9.88330762801798,16,simulated
Little Traverse Lake,Lake,2002,Secchi Depth,13.51771316492854,7.858744472285981,9.958519923907405,14,simulated
Little Traverse Lake,Lake,2003,Secchi Depth,14.172050338601338,6.2365747379141965,11.015681606458248,18,simulated
Little Traverse Lake,Lake,2004,Secchi Depth,15.57679767943591,8.977603473522882,11.160492742677617,12,simulated
Little Traverse Lake,Lake,2005,Secchi Depth,12.629612785091082,6.245577225512996,10.02851650179434,14,simulated
Little Traverse Lake,Lake,2006,Secchi Depth,16.569070486497047,8.192794803613022,11.062522682652371,12,simulated
Little Traverse Lake,Lake,2007,Secchi Depth,15.552491676162427,7.284918941981731,10.49056131288313,14,simulated
Little Traverse Lake,Lake,2008,Secchi Depth,13.308591687765464,6.215090303825128,10.27543853787608,13,simulated
Little Traverse Lake,Lake,2009,Secchi Depth,14.027249040377885,6.616814179339749,10.97169676110236,20,simulated
Little Traverse Lake,Lake,2010,Secchi Depth,11.08096853279596,5.357663581272951,10.320907899576406,15,simulated
Little Traverse Lake,Lake,2011,Secchi Depth,14.219327957553809,7.9445095579190355,11.942276586627894,18,simulated
Little Traverse Lake,Lake,2012,Secchi Depth,11.015744869458223,5.714112888779839,9.139388507378902,17,simulated
Little Traverse Lake,Lake,2013,Secchi Depth,13.44174378033031,6.951370088360643,9.904410116106208,15,simulated
Little Traverse Lake,Lake,2014,Secchi Depth,13.408845825692067,6.532579315732448,10.238610015759168,18,simulated
Little Traverse Lake,Lake,2015,Secchi Depth,12.912196565475488,6.554380996553898,10.71818082827211,21,simulated
Little Traverse Lake,Lake,2016,Secchi Depth,15.000293474051038,7.611514617788969,11.4133501874529,16,simulated
Little Traverse Lake,Lake,2017,Secchi Depth,14.483682351485228,8.745697515876836,10.380628405658156,22,simulated
Little Traverse Lake,Lake,2018,Secchi Depth,12.938358413080515,5.764234754335112,9.257702649990318,17,simulated
Little Traverse Lake,Lake,2019,Secchi Depth,12.773388075981986,6.892277011780459,11.13031362080143,19,simulated
Little Traverse Lake,Lake,2020,Secchi Depth,14.736212296972157,8.052821645522357,11.079692332277617,22,simulated
Little Traverse Lake,Lake,2021,Secchi Depth,10.667243125110025,7.009327278523635,8.883542765155903,19,simulated
Little Traverse Lake,Lake,2022,Secchi Depth,15.074440212954693,5.298913854421338,10.496962998678336,21,simulated
Little Traverse Lake,Lake,2023,Secchi Depth,13.111539230846898,5.581454187096443,9.207741297999624,20,simulated
Little Traverse Lake,Lake,2024,Secchi Depth,12.495817516767428,6.797206972589478,9.99058875410988,22,simulated
Little Traverse Lake,Lake,2025,Secchi Depth,12.40621462598742,7.593286456624871,9.812335420463072,15,simulated
Little Traverse Lake,Lake,2000,Total Phosphorus,7.59313773916329,5.153040640324342,6.109750930071504,12,simulated
Little Traverse Lake,Lake,2001,Total Phosphorus,7.750512906077654,4.485295888081278,6.213910657749954,9,simulated
Little Traverse Lake,Lake,2002,Total Phosphorus,6.57354938404814,4.73743713845286,5.539547294662762,13,simulated
Little Traverse Lake,Lake,2003,Total Phosphorus,7.377347873615661,3.867993676641757,5.725373388886096,17,simulated
Little Traverse Lake,Lake,2004,Total Phosphorus,7.509012171476909,4.536692461650503,5.86748099531301,16,simulated
Little Traverse Lake,Lake,2005,Total Phosphorus,8.105788052248283,3.938870783781961,5.9625548962947565,18,simulated
Little Traverse Lake,Lake,2006,Total Phosphorus,6.767241734832978,3.6298916076517527,5.056131413199701,13,simulated
Little Traverse Lake,Lake,2007,Total Phosphorus,6.444048925333268,4.552279045880395,5.391295462506141,19,simulated
Little Traverse Lake,Lake,2008,Total Phosphorus,7.231910864566707,3.593391155236959,5.5360220129529605,14,simulated
Little Traverse Lake,Lake,2009,Total Phosphorus,6.855450293546914,3.7303632399970175,5.830930243253193,20,simulated
Little Traverse Lake,Lake,2010,Total Phosphorus,8.250419067059566,4.382859276462083,6.360347284683738,15,simulated
Little Traverse Lake,Lake,2011,Total Phosphorus,6.61176745415186,4.436154660788375,5.474506539191983,18,simulated
Little Traverse Lake,Lake,2012,Total Phosphorus,5.943172461482539,3.944251369127601,5.07801933468395,21,simulated
Little Traverse Lake,Lake,2013,Total Phosphorus,7.100542508375826,4.168044426493855,5.606462133222293,16,simulated
Little Traverse Lake,Lake,2014,Total Phosphorus,6.140447383152736,4.720242056526549,5.855936264182858,17,simulated
Little Traverse Lake,Lake,2015,Total Phosphorus,6.089514071260467,3.431913816315229,5.453126296718758,21,simulated
Little Traverse Lake,Lake,2016,Total Phosphorus,6.305231070485748,3.8029219777342025,5.114775163205138,17,simulated
Little Traverse Lake,Lake,2017,Total Phosphorus,7.069702159820235,5.384714794897423,5.647092480684352,14,simulated
Little Traverse Lake,Lake,2018,Total Phosphorus,6.734910343035595,4.029741678425216,5.526756465899715,24,simulated
Little Traverse Lake,Lake,2019,Total Phosphorus,5.638044966828124,3.8931716304519517,4.992279816324568,17,simulated
Little Traverse Lake,Lake,2020,Total Phosphorus,6.37861097234244,4.087453397862711,5.380442583116828,19,simulated
Little Traverse Lake,Lake,2021,Total Phosphorus,7.050351360651533,4.321654661588481,5.531027491284948,22,simulated
Little Traverse Lake,Lake,2022,Total Phosphorus,7.157097259002332,3.8577094103963825,5.553535536950186,17,simulated
Little Traverse Lake,Lake,2023,Total Phosphorus,6.420699961148644,3.4644729517877617,5.15867099415714,16,simulated
Little Traverse Lake,Lake,2024,Total Phosphorus,6.715561149488642,3.6993562657890626,5.044904958139039,20,simulated
Little Traverse Lake,Lake,2025,Total Phosphorus,6.977849699004028,4.2638542901533985,5.472190560545597,15,simulated
Long Lake (Grand Traverse),Lake,2000,Chlorophyll-a,7.289599430944574,5.337312074676253,6.465711515538309,21,simulated
Long Lake (Grand Traverse),Lake,2001,Chlorophyll-a,7.184533634524359,5.5678236588982095,6.371945046813551,17,simulated
Long Lake (Grand Traverse),Lake,2002,Chlorophyll-a,6.979424403024286,5.023977627526623,6.091823805529361,22,simulated
Long Lake (Grand Traverse),Lake,2003,Chlorophyll-a,8.160841003829411,5.5201793179680685,6.89162856125353,11,simulated
Long Lake (Grand Traverse),Lake,2004,Chlorophyll-a,7.214344164187142,5.161245891910409,6.5574410877109885,18,simulated
Long Lake (Grand Traverse),Lake,2005,Chlorophyll-a,7.925211932671681,6.195835759635809,6.918380496489448,17,simulated
Long Lake (Grand Traverse),Lake,2006,Chlorophyll-a,7.596333665074636,4.740788978187958,6.530789881827103,17,simulated
Long Lake (Grand Traverse),Lake,2007,Chlorophyll-a,7.116920127563006,5.105060566218923,6.407368399864921,20,simulated
Long Lake (Grand Traverse),Lake,2008,Chlorophyll-a,8.438082429580318,5.616628491445032,6.727528365653599,22,simulated
Long Lake (Grand Traverse),Lake,2009,Chlorophyll-a,7.453505915936122,5.182599930381449,6.637669752490964,23,simulated
Long Lake (Grand Traverse),Lake,2010,Chlorophyll-a,7.274040270990131,4.610716010862223,6.425645259270865,22,simulated
Long Lake (Grand Traverse),Lake,2011,Chlorophyll-a,7.96500812190786,6.462708852477162,7.132477821567574,20,simulated
Long Lake (Grand Traverse),Lake,2012,Chlorophyll-a,8.317234489226932,5.609259153393348,6.630702981865557,23,simulated
Long Lake (Grand Traverse),Lake,2013,Chlorophyll-a,7.572037645492169,6.048603655322788,6.349096844093337,23,simulated
Long Lake (Grand Traverse),Lake,2014,Chlorophyll-a,8.055661288885902,5.941988579657078,7.200324309088163,26,simulated
Long Lake (Grand Traverse),Lake,2015,Chlorophyll-a,8.245720790885473,5.519560608914018,6.758558086573693,25,simulated
Long Lake (Grand Traverse),Lake,2016,Chlorophyll-a,7.949185085457181,5.659919716411116,6.764343796608345,23,simulated
Long Lake (Grand Traverse),Lake,2017,Chlorophyll-a,7.648650942704988,5.6310173287796665,6.493117062301661,21,simulated
Long Lake (Grand Traverse),Lake,2018,Chlorophyll-a,8.553993778811545,6.976243052144872,7.450312832618436,22,simulated
Long Lake (Grand Traverse),Lake,2019,Chlorophyll-a,7.538474679223257,5.454862934397775,6.682638551358175,23,simulated
Long Lake (Grand Traverse),Lake,2020,Chlorophyll-a,8.361644712140123,5.395318353316327,7.074428413016376,24,simulated
Long Lake (Grand Traverse),Lake,2021,Chlorophyll-a,8.351639684638934,6.340288305843646,7.337611873771516,26,simulated
Long Lake (Grand Traverse),Lake,2022,Chlorophyll-a,9.089504775073088,5.8868823779686075,7.241146718955429,27,simulated
Long Lake (Grand Traverse),Lake,2023,Chlorophyll-a,7.8772112849552185,6.520936584198349,7.146148553574821,25,simulated
Long Lake (Grand Traverse),Lake,2024,Chlorophyll-a,8.360013407274888,5.469357264351565,6.734613620203175,26,simulated
Long Lake (Grand Traverse),Lake,2025,Chlorophyll-a,8.13055435821203,5.98934251785457,7.010941542859623,26,simulated
Long Lake (Grand Traverse),Lake,2000,Chloride,6.796075390217592,5.052609640406047,6.117523128648667,26,simulated
Long Lake (Grand Traverse),Lake,2001,Chloride,6.4467070814610885,5.5856678403424755,5.97983784481958,21,simulated
Long Lake (Grand Traverse),Lake,2002,Chloride,7.175291766871967,5.138548376619658,6.286048540717926,25,simulated
Long Lake (Grand Traverse),Lake,2003,Chloride,7.185748857018954,5.226920178827457,6.623203793636431,19,simulated
Long Lake (Grand Traverse),Lake,2004,Chloride,6.968372692020964,5.399743537137598,6.4014050539619225,21,simulated
Long Lake (Grand Traverse),Lake,2005,Chloride,7.311472654847893,4.967804410143182,6.573884879328383,21,simulated
Long Lake (Grand Traverse),Lake,2006,Chloride,7.597424872531814,5.434274217607226,6.807687927454082,15,simulated
Long Lake (Grand Traverse),Lake,2007,Chloride,7.6721919337413516,5.592007793719376,6.884307850130292,18,simulated
Long Lake (Grand Traverse),Lake,2008,Chloride,7.761704036601678,5.155806902595309,6.54825634197088,19,simulated
Long Lake (Grand Traverse),Lake,2009,Chloride,8.103077404658006,5.874513407761789,7.1328556707728366,25,simulated
Long Lake (Grand Traverse),Lake,2010,Chloride,8.329637325633918,6.939758524714355,7.232228470400108,25,simulated
Long Lake (Grand Traverse),Lake,2011,Chloride,8.086065638569119,5.803096763529746,6.719352358582081,24,simulated
Long Lake (Grand Traverse),Lake,2012,Chloride,7.708460598534028,5.365537240878716,6.861077819978748,26,simulated
Long Lake (Grand Traverse),Lake,2013,Chloride,8.552452738620177,6.546571192393129,7.45215928878027,23,simulated
Long Lake (Grand Traverse),Lake,2014,Chloride,8.443560422854626,6.095387015072051,7.16787073874312,27,simulated
Long Lake (Grand Traverse),Lake,2015,Chloride,7.129113255697367,5.946003247921443,6.681696337230098,24,simulated
Long Lake (Grand Traverse),Lake,2016,Chloride,7.28219689081889,5.249731535685978,6.96440144129933,24,simulated
Long Lake (Grand Traverse),Lake,2017,Chloride,8.641112293530304,5.570140701513738,7.341465506489744,24,simulated
Long Lake (Grand Traverse),Lake,2018,Chloride,8.476770385001718,6.315438213924722,7.159145762170565,27,simulated
Long Lake (Grand Traverse),Lake,2019,Chloride,9.363263367840663,6.188239037526545,7.432985504962904,24,simulated
Long Lake (Grand Traverse),Lake,2020,Chloride,8.90756881300637,6.653055792881332,7.626460794324811,28,simulated
Long Lake (Grand Traverse),Lake,2021,Chloride,9.718762453731433,6.561479227341539,8.10021415932367,22,simulated
Long Lake (Grand Traverse),Lake,2022,Chloride,8.835833181016358,6.257418609173758,7.676851922560699,23,simulated
Long Lake (Grand Traverse),Lake,2023,Chloride,9.56114951826432,6.516162254630202,8.139392815563625,28,simulated
Long Lake (Grand Traverse),Lake,2024,Chloride,10.319427747664523,6.851284259590463,8.318149125223831,26,simulated
Long Lake (Grand Traverse),Lake,2025,Chloride,8.88554949446476,5.864397697424007,8.396974720737179,26,simulated
Long Lake (Grand Traverse),Lake,2000,Nitrate,13.214289181875982,8.738757976465772,10.641982469959313,16,simulated
Long Lake (Grand Traverse),Lake,2001,Nitrate,13.211668617659848,7.134590634319613,10.83286305443672,19,simulated
Long Lake (Grand Traverse),Lake,2002,Nitrate,14.505444080839705,7.796390888016962,11.658257739058842,17,simulated
Long Lake (Grand Traverse),Lake,2003,Nitrate,16.102535676864484,9.853738098459527,11.703475195141332,19,simulated
Long Lake (Grand Traverse),Lake,2004,Nitrate,13.445530835995626,8.77580845697085,11.691828227162455,23,simulated
Long Lake (Grand Traverse),Lake,2005,Nitrate,12.196824707207071,7.885896011670976,10.681508509234591,20,simulated
Long Lake (Grand Traverse),Lake,2006,Nitrate,13.346254674114942,9.444354801820676,11.453083480110974,21,simulated
Long Lake (Grand Traverse),Lake,2007,Nitrate,12.494423787783319,9.066321700231292,10.277125671824288,18,simulated
Long Lake (Grand Traverse),Lake,2008,Nitrate,11.332234717024392,8.086244975090516,10.273489126667494,23,simulated
Long Lake (Grand Traverse),Lake,2009,Nitrate,11.533626548231577,7.568623653699468,9.49174129807781,23,simulated
Long Lake (Grand Traverse),Lake,2010,Nitrate,15.29837587538083,9.420723421220623,11.569882552753228,21,simulated
Long Lake (Grand Traverse),Lake,2011,Nitrate,12.501806119545515,7.745482480803441,10.218932531824988,23,simulated
Long Lake (Grand Traverse),Lake,2012,Nitrate,12.638383954436646,8.825588136416117,10.576699661667046,25,simulated
Long Lake (Grand Traverse),Lake,2013,Nitrate,11.909480019839375,8.725324662553032,10.143827619615433,22,simulated
Long Lake (Grand Traverse),Lake,2014,Nitrate,13.919154761290507,8.532609821303229,10.948833259185978,20,simulated
Long Lake (Grand Traverse),Lake,2015,Nitrate,12.035786795026826,7.896672541546556,10.368987690343344,30,simulated
Long Lake (Grand Traverse),Lake,2016,Nitrate,13.140551657303398,8.50095073257946,9.864855288231952,23,simulated
Long Lake (Grand Traverse),Lake,2017,Nitrate,14.361779375475994,7.803582100723011,10.736717664005416,25,simulated
Long Lake (Grand Traverse),Lake,2018,Nitrate,11.993392978496129,8.772734144234429,9.7495390978205,29,simulated
Long Lake (Grand Traverse),Lake,2019,Nitrate,12.165586089645714,8.258191757083106,10.02973412865993,37,simulated
Long Lake (Grand Traverse),Lake,2020,Nitrate,11.975809413024457,7.512937889732485,9.357835442852718,23,simulated
Long Lake (Grand Traverse),Lake,2021,Nitrate,12.429836235684018,8.007535470607293,9.681503996766663,28,simulated
Long Lake (Grand Traverse),Lake,2022,Nitrate,12.165967320470783,8.611658996803873,10.469667229503784,25,simulated
Long Lake (Grand Traverse),Lake,2023,Nitrate,11.043893457724879,6.236971628877896,9.35975288570677,26,simulated
Long Lake (Grand Traverse),Lake,2024,Nitrate,10.815224909790555,8.055553688841645,9.58016537656182,26,simulated
Long Lake (Grand Traverse),Lake,2025,Nitrate,12.771429839154813,6.487205134050806,10.300253311761216,25,simulated
Long Lake (Grand Traverse),Lake,2000,Secchi Depth,12.763732783238055,8.225716064209138,9.626742758268763,28,simulated
Long Lake (Grand Traverse),Lake,2001,Secchi Depth,12.535832080996784,8.36343727028887,11.043231836333964,18,simulated
Long Lake (Grand Traverse),Lake,2002,Secchi Depth,12.577415916707485,8.864697633317652,10.544613561884224,20,simulated
Long Lake (Grand Traverse),Lake,2003,Secchi Depth,12.595468806574816,8.22930870063535,10.775170670240898,28,simulated
Long Lake (Grand Traverse),Lake,2004,Secchi Depth,11.450128330957629,8.597168066592292,10.276264249849506,24,simulated
Long Lake (Grand Traverse),Lake,2005,Secchi Depth,12.917512414966506,8.440620904793558,10.350766931695563,23,simulated
Long Lake (Grand Traverse),Lake,2006,Secchi Depth,14.746289937536893,7.494036772855383,10.74964527662107,22,simulated
Long Lake (Grand Traverse),Lake,2007,Secchi Depth,14.224854360127448,7.34975398996601,9.919247790505857,24,simulated
Long Lake (Grand Traverse),Lake,2008,Secchi Depth,12.989922157180427,7.9049060227129795,10.407203120600837,22,simulated
Long Lake (Grand Traverse),Lake,2009,Secchi Depth,13.391410576274602,7.043337475749732,10.130269865761566,32,simulated
Long Lake (Grand Traverse),Lake,2010,Secchi Depth,12.741204142378201,7.334146458289743,10.128721643777547,26,simulated
Long Lake (Grand Traverse),Lake,2011,Secchi Depth,12.042158730848984,6.168175221553938,9.428354628298951,27,simulated
Long Lake (Grand Traverse),Lake,2012,Secchi Depth,13.958562640041482,9.090020711589379,11.475432989393395,29,simulated
Long Lake (Grand Traverse),Lake,2013,Secchi Depth,12.927878894110165,8.135651503959846,10.299045131874566,30,simulated
Long Lake (Grand Traverse),Lake,2014,Secchi Depth,14.603943260437477,9.731846761165908,11.409151725317372,31,simulated
Long Lake (Grand Traverse),Lake,2015,Secchi Depth,13.6382107984539,8.982598720683848,11.371889869390063,31,simulated
Long Lake (Grand Traverse),Lake,2016,Secchi Depth,12.348426952926596,6.886846081172459,9.994420584864278,26,simulated
Long Lake (Grand Traverse),Lake,2017,Secchi Depth,12.527638356393659,6.733394925940204,10.128163249573316,28,simulated
Long Lake (Grand Traverse),Lake,2018,Secchi Depth,16.02123032148599,8.490066924267653,12.315295609973209,31,simulated
Long Lake (Grand Traverse),Lake,2019,Secchi Depth,13.79730102919902,10.533376228800435,11.853149701059827,28,simulated
Long Lake (Grand Traverse),Lake,2020,Secchi Depth,13.374979178574673,7.355486521007998,10.80885478648037,29,simulated
Long Lake (Grand Traverse),Lake,2021,Secchi Depth,15.17302151160154,9.809854595168801,10.999284596190645,31,simulated
Long Lake (Grand Traverse),Lake,2022,Secchi Depth,13.896952161303231,7.2758010105015805,10.485512849776152,32,simulated
Long Lake (Grand Traverse),Lake,2023,Secchi Depth,14.914039142344508,8.750394443051446,11.140358217089007,25,simulated
Long Lake (Grand Traverse),Lake,2024,Secchi Depth,13.010852055096693,7.411825541382111,10.46809408593697,33,simulated
Long Lake (Grand Traverse),Lake,2025,Secchi Depth,12.256611043938472,8.29076276218158,9.693928697209746,30,simulated
Long Lake (Grand Traverse),Lake,2000,Total Phosphorus,8.660858655546361,5.6167168658589794,7.013059269294889,13,simulated
Long Lake (Grand Traverse),Lake,2001,Total Phosphorus,10.008161703671762,5.292390035919186,7.274854989095432,7,simulated
Long Lake (Grand Traverse),Lake,2002,Total Phosphorus,9.183146733069595,5.948924045887578,7.142352075466382,15,simulated
Long Lake (Grand Traverse),Lake,2003,Total Phosphorus,9.55692322608878,4.607754132560745,7.099821787817962,9,simulated
Long Lake (Grand Traverse),Lake,2004,Total Phosphorus,9.076655309454324,4.79668448723157,7.094594229750576,15,simulated
Long Lake (Grand Traverse),Lake,2005,Total Phosphorus,7.885121139403752,5.8142181851653945,6.64651713686116,18,simulated
Long Lake (Grand Traverse),Lake,2006,Total Phosphorus,8.116312903137837,5.405681994878602,6.517911582215023,14,simulated
Long Lake (Grand Traverse),Lake,2007,Total Phosphorus,8.494888080241093,6.271392199103915,6.775871213212476,21,simulated
Long Lake (Grand Traverse),Lake,2008,Total Phosphorus,7.827001883190608,5.476231708219883,6.688831400651228,12,simulated
Long Lake (Grand Traverse),Lake,2009,Total Phosphorus,7.609060408488401,4.45767809715266,6.290618905381687,20,simulated
Long Lake (Grand Traverse),Lake,2010,Total Phosphorus,7.9463864619327325,5.152307201729464,6.501263027489776,19,simulated
Long Lake (Grand Traverse),Lake,2011,Total Phosphorus,8.530487938674256,4.611450350618454,6.314095233330575,12,simulated
Long Lake (Grand Traverse),Lake,2012,Total Phosphorus,6.533874427064853,5.227509158134555,5.999748526830327,25,simulated
Long Lake (Grand Traverse),Lake,2013,Total Phosphorus,8.851505504569577,4.727409459303416,6.6924623788967015,17,simulated
Long Lake (Grand Traverse),Lake,2014,Total Phosphorus,7.301497871385957,5.006958091377204,6.238849621190058,15,simulated
Long Lake (Grand Traverse),Lake,2015,Total Phosphorus,7.829391935534368,5.237689344991818,6.871558875493509,14,simulated
Long Lake (Grand Traverse),Lake,2016,Total Phosphorus,7.4085648342912656,4.317424095520454,5.609280886870192,18,simulated
Long Lake (Grand Traverse),Lake,2017,Total Phosphorus,7.645605139855764,5.062549635119255,5.931766301514247,18,simulated
Long Lake (Grand Traverse),Lake,2018,Total Phosphorus,8.079221812472861,5.14852576014547,6.092608466186507,19,simulated
Long Lake (Grand Traverse),Lake,2019,Total Phosphorus,8.30658329659559,4.457616186542835,6.420221922082043,18,simulated
Long Lake (Grand Traverse),Lake,2020,Total Phosphorus,8.498902598880091,4.514142651157889,6.143907035840053,21,simulated
Long Lake (Grand Traverse),Lake,2021,Total Phosphorus,7.762632194356167,4.1862830445054655,6.080624214462626,19,simulated
Long Lake (Grand Traverse),Lake,2022,Total Phosphorus,6.844245602798702,4.131930036739158,5.583553856416045,14,simulated
Long Lake (Grand Traverse),Lake,2023,Total Phosphorus,6.990937689557878,4.173285375778595,5.542730699615808,20,simulated
Long Lake (Grand Traverse),Lake,2024,Total Phosphorus,7.928780259099973,5.2992610967554645,5.9827022881552665,14,simulated
Long Lake (Grand Traverse),Lake,2025,Total Phosphorus,6.398061822901317,4.236298355675332,5.415130153354147,22,simulated
Long Lake (Missaukee),Lake,2000,Chlorophyll-a,6.978443925928973,5.2039324954042465,6.22821093215159,6,simulated
Long Lake (Missaukee),Lake,2001,Chlorophyll-a,7.621768199346538,5.473269281232213,6.590198252247274,6,simulated
Long Lake (Missaukee),Lake,2002,Chlorophyll-a,7.135493204407441,4.282781275944398,5.974253718293851,6,simulated
Long Lake (Missaukee),Lake,2003,Chlorophyll-a,8.668473575012264,6.542080989017878,6.586776096574342,9,simulated
Long Lake (Missaukee),Lake,2004,Chlorophyll-a,7.390602834258775,4.793307449266909,6.187162795585683,9,simulated
Long Lake (Missaukee),Lake,2005,Chlorophyll-a,8.68938413910274,5.4631473854205215,6.858532332552137,8,simulated
Long Lake (Missaukee),Lake,2006,Chlorophyll-a,7.550400459714286,5.646389817257928,6.272601374323202,9,simulated
Long Lake (Missaukee),Lake,2007,Chlorophyll-a,7.226775489162042,4.808385605725513,6.165339182421105,7,simulated
Long Lake (Missaukee),Lake,2008,Chlorophyll-a,7.891515181446755,5.120613859311873,6.6512211056418895,13,simulated
Long Lake (Missaukee),Lake,2009,Chlorophyll-a,7.565646437704652,4.845969876179231,6.351244686711284,6,simulated
Long Lake (Missaukee),Lake,2010,Chlorophyll-a,7.75273917692849,6.005195682650225,6.263063851743742,9,simulated
Long Lake (Missaukee),Lake,2011,Chlorophyll-a,8.227664965441415,4.586919511864722,6.405701319101016,9,simulated
Long Lake (Missaukee),Lake,2012,Chlorophyll-a,8.036786407496724,5.540395190243516,6.570769755215532,12,simulated
Long Lake (Missaukee),Lake,2013,Chlorophyll-a,8.947239174501636,5.321117281741178,7.027922742236202,7,simulated
Long Lake (Missaukee),Lake,2014,Chlorophyll-a,6.928884977797239,4.569451760681278,6.061515244941721,6,simulated
Long Lake (Missaukee),Lake,2015,Chlorophyll-a,7.876798999271192,5.702259346555343,6.696066967091872,10,simulated
Long Lake (Missaukee),Lake,2016,Chlorophyll-a,8.008019849560194,5.248527317377875,6.917637777594465,11,simulated
Long Lake (Missaukee),Lake,2017,Chlorophyll-a,8.322808196571499,5.605290632309436,6.819855697719942,15,simulated
Long Lake (Missaukee),Lake,2018,Chlorophyll-a,8.499714863375189,6.655693365756211,7.205006963043057,7,simulated
Long Lake (Missaukee),Lake,2019,Chlorophyll-a,8.47884000551282,4.956506866409497,6.80773882497735,15,simulated
Long Lake (Missaukee),Lake,2020,Chlorophyll-a,7.796987534087608,5.7564364347691335,6.808788389731235,19,simulated
Long Lake (Missaukee),Lake,2021,Chlorophyll-a,8.538085426423127,6.029526130479248,7.09154149532324,11,simulated
Long Lake (Missaukee),Lake,2022,Chlorophyll-a,8.664644869219666,5.737276531974209,6.971435679725104,8,simulated
Long Lake (Missaukee),Lake,2023,Chlorophyll-a,7.375756414724276,5.358594442068675,6.8509241144624085,11,simulated
Long Lake (Missaukee),Lake,2024,Chlorophyll-a,9.54581510669438,5.758666627881653,7.179683412413689,13,simulated
Long Lake (Missaukee),Lake,2025,Chlorophyll-a,8.098405032041036,5.234749257542704,6.838278543169352,15,simulated
Long Lake (Missaukee),Lake,2000,Chloride,8.336525108157826,5.395180563978435,6.920009001909488,12,simulated
Long Lake (Missaukee),Lake,2001,Chloride,6.725737893123908,3.9778948146877133,5.939685378744716,12,simulated
Long Lake (Missaukee),Lake,2002,Chloride,7.44319045094395,4.483565840434485,5.7593056082207,13,simulated
Long Lake (Missaukee),Lake,2003,Chloride,9.416456975600692,5.148753871350964,6.989860522476414,19,simulated
Long Lake (Missaukee),Lake,2004,Chloride,7.122839084086423,4.120476805214558,5.677658951292585,14,simulated
Long Lake (Missaukee),Lake,2005,Chloride,9.194260807452487,5.84448425708507,6.611284332665691,14,simulated
Long Lake (Missaukee),Lake,2006,Chloride,9.839444250147377,6.860920063056936,8.095802692475456,15,simulated
Long Lake (Missaukee),Lake,2007,Chloride,8.132760565026977,4.793546446514685,6.853587298251609,18,simulated
Long Lake (Missaukee),Lake,2008,Chloride,8.182873042015816,5.08286821762176,6.455777816300746,18,simulated
Long Lake (Missaukee),Lake,2009,Chloride,8.863442539714615,4.482645272798076,6.999653658056568,8,simulated
Long Lake (Missaukee),Lake,2010,Chloride,9.468711330202698,4.5906610962022,7.086816815976402,21,simulated
Long Lake (Missaukee),Lake,2011,Chloride,8.78990484348807,4.854815462817902,7.267047367534086,22,simulated
Long Lake (Missaukee),Lake,2012,Chloride,10.50240546928145,4.381958117093406,7.582445606537448,15,simulated
Long Lake (Missaukee),Lake,2013,Chloride,9.88304686141232,5.056605631232543,6.89124946861844,15,simulated
Long Lake (Missaukee),Lake,2014,Chloride,10.467489812778147,5.554425509064536,8.243236921826147,17,simulated
Long Lake (Missaukee),Lake,2015,Chloride,10.53969455000762,5.937568183635554,7.663014896510091,17,simulated
Long Lake (Missaukee),Lake,2016,Chloride,9.473991253418934,4.200765450606316,7.984848568781766,20,simulated
Long Lake (Missaukee),Lake,2017,Chloride,10.10930309894536,4.192594534271047,7.427273819838093,14,simulated
Long Lake (Missaukee),Lake,2018,Chloride,11.483904090935756,6.135658281984807,8.451401774104497,17,simulated
Long Lake (Missaukee),Lake,2019,Chloride,10.468518963159184,5.416725396194902,7.790478227189205,25,simulated
Long Lake (Missaukee),Lake,2020,Chloride,10.366828088554113,5.0183141789414485,8.151565717924841,18,simulated
Long Lake (Missaukee),Lake,2021,Chloride,7.874112896388367,5.643866737471468,7.636978104360217,25,simulated
Long Lake (Missaukee),Lake,2022,Chloride,9.392974367210462,6.008806380035795,7.696194887263502,22,simulated
Long Lake (Missaukee),Lake,2023,Chloride,10.583261199402564,5.6770579144918845,8.662272274398081,16,simulated
Long Lake (Missaukee),Lake,2024,Chloride,9.749377633851868,5.8888413604125756,8.172803935026051,24,simulated
Long Lake (Missaukee),Lake,2025,Chloride,10.332866567805333,5.733822804944843,8.053382150303177,22,simulated
Long Lake (Missaukee),Lake,2000,Nitrate,14.017764542674133,7.13466951666861,10.38704375888216,20,simulated
Long Lake (Missaukee),Lake,2001,Nitrate,13.094677496490615,8.805724986571564,10.474161879801594,20,simulated
